export_time,section,item,category,value,value_text,unit,notes
2026-02-23 14:44:04,meta,source_rows,trips/events,16357.0,16357/463728,count,trips_rows/events_rows
2026-02-23 14:44:04,kpi,total_trips,,16357.0,16357,,
2026-02-23 14:44:04,kpi,peak_active,,1485.0,1485,,
2026-02-23 14:44:04,kpi,peak_time_h,,9.5,9.50,,
2026-02-23 14:44:04,kpi,valley_non_zero,,3.0,3,,
2026-02-23 14:44:04,kpi,avg_active,,365.38,365.38,,
2026-02-23 14:44:04,kpi,p95_active,,1032.1,1032.10,,
2026-02-23 14:44:04,kpi,taxi_trips,,203.0,203,,
2026-02-23 14:44:04,kpi,taxi_avg_duration_min,,296.1,296.10,,
2026-02-23 14:44:04,kpi,crosswalk_issues,,879.0,879,,
2026-02-23 14:44:04,kpi,companion_issues,,255635.0,255635,,
2026-02-23 14:44:04,kpi,events_rows,,463728.0,463728,,
2026-02-23 14:44:04,kpi,home_return_work_ratio_pct,,95.6,95.6,,
2026-02-23 14:44:04,kpi,work_home_gap,,337.0,337,,
2026-02-23 14:44:04,kpi,trip_event_closure_pct,,86.9,86.9,,
2026-02-23 14:44:04,mode_share,observed_share_pct,car,72.0375,,pct,
2026-02-23 14:44:04,mode_share,expected_mixed_share_pct,car,67.81,,pct,
2026-02-23 14:44:04,mode_share,expected_short_share_pct,car,57.1429,,pct,
2026-02-23 14:44:04,mode_share,expected_long_share_pct,car,72.7273,,pct,
2026-02-23 14:44:04,mode_share,delta_vs_mixed_pct_points,car,4.2275,,pct,
2026-02-23 14:44:04,mode_share,observed_share_pct,walking,14.107,,pct,
2026-02-23 14:44:04,mode_share,expected_mixed_share_pct,walking,12.7712,,pct,
2026-02-23 14:44:04,mode_share,expected_short_share_pct,walking,40.4762,,pct,
2026-02-23 14:44:04,mode_share,expected_long_share_pct,walking,0.0,,pct,
2026-02-23 14:44:04,mode_share,delta_vs_mixed_pct_points,walking,1.3358,,pct,
2026-02-23 14:44:04,mode_share,observed_share_pct,train,12.6104,,pct,
2026-02-23 14:44:04,mode_share,expected_mixed_share_pct,train,16.5934,,pct,
2026-02-23 14:44:04,mode_share,expected_short_share_pct,train,0.0,,pct,
2026-02-23 14:44:04,mode_share,expected_long_share_pct,train,24.2424,,pct,
2026-02-23 14:44:04,mode_share,delta_vs_mixed_pct_points,train,-3.983,,pct,
2026-02-23 14:44:04,mode_share,observed_share_pct,taxi,1.2451,,pct,
2026-02-23 14:44:04,mode_share,expected_mixed_share_pct,taxi,2.8254,,pct,
2026-02-23 14:44:04,mode_share,expected_short_share_pct,taxi,2.381,,pct,
2026-02-23 14:44:04,mode_share,expected_long_share_pct,taxi,3.0303,,pct,
2026-02-23 14:44:04,mode_share,delta_vs_mixed_pct_points,taxi,-1.5803,,pct,
2026-02-23 14:44:04,active_timeline_summary,peak_active,,1485.0,,count,
2026-02-23 14:44:04,active_timeline_summary,peak_time_seconds,,34206.67438397328,,seconds,
2026-02-23 14:44:04,active_timeline_summary,avg_active,,365.37666666666667,,count,
2026-02-23 14:44:04,active_timeline_summary,active_p95,,1032.1,,count,
2026-02-23 14:44:04,active_timeline_summary,active_non_zero_min,,3.0,,count,
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1014.0,,count,time_seconds=2.880
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1028.0,,count,time_seconds=144.218
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1079.0,,count,time_seconds=285.556
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1147.0,,count,time_seconds=426.894
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1115.0,,count,time_seconds=568.232
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1092.0,,count,time_seconds=709.570
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1117.0,,count,time_seconds=850.908
2026-02-23 14:44:04,active_timeline_series,active_travelers,,966.0,,count,time_seconds=992.246
2026-02-23 14:44:04,active_timeline_series,active_travelers,,979.0,,count,time_seconds=1133.584
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1001.0,,count,time_seconds=1274.922
2026-02-23 14:44:04,active_timeline_series,active_travelers,,971.0,,count,time_seconds=1416.260
2026-02-23 14:44:04,active_timeline_series,active_travelers,,982.0,,count,time_seconds=1557.598
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1032.0,,count,time_seconds=1698.936
2026-02-23 14:44:04,active_timeline_series,active_travelers,,975.0,,count,time_seconds=1840.274
2026-02-23 14:44:04,active_timeline_series,active_travelers,,864.0,,count,time_seconds=1981.612
2026-02-23 14:44:04,active_timeline_series,active_travelers,,768.0,,count,time_seconds=2122.950
2026-02-23 14:44:04,active_timeline_series,active_travelers,,694.0,,count,time_seconds=2264.288
2026-02-23 14:44:04,active_timeline_series,active_travelers,,621.0,,count,time_seconds=2405.626
2026-02-23 14:44:04,active_timeline_series,active_travelers,,570.0,,count,time_seconds=2546.964
2026-02-23 14:44:04,active_timeline_series,active_travelers,,527.0,,count,time_seconds=2688.302
2026-02-23 14:44:04,active_timeline_series,active_travelers,,451.0,,count,time_seconds=2829.640
2026-02-23 14:44:04,active_timeline_series,active_travelers,,417.0,,count,time_seconds=2970.978
2026-02-23 14:44:04,active_timeline_series,active_travelers,,387.0,,count,time_seconds=3112.316
2026-02-23 14:44:04,active_timeline_series,active_travelers,,369.0,,count,time_seconds=3253.654
2026-02-23 14:44:04,active_timeline_series,active_travelers,,352.0,,count,time_seconds=3394.992
2026-02-23 14:44:04,active_timeline_series,active_travelers,,335.0,,count,time_seconds=3536.330
2026-02-23 14:44:04,active_timeline_series,active_travelers,,475.0,,count,time_seconds=3677.668
2026-02-23 14:44:04,active_timeline_series,active_travelers,,572.0,,count,time_seconds=3819.006
2026-02-23 14:44:04,active_timeline_series,active_travelers,,656.0,,count,time_seconds=3960.344
2026-02-23 14:44:04,active_timeline_series,active_travelers,,792.0,,count,time_seconds=4101.682
2026-02-23 14:44:04,active_timeline_series,active_travelers,,869.0,,count,time_seconds=4243.020
2026-02-23 14:44:04,active_timeline_series,active_travelers,,947.0,,count,time_seconds=4384.358
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1038.0,,count,time_seconds=4525.696
2026-02-23 14:44:04,active_timeline_series,active_travelers,,972.0,,count,time_seconds=4667.034
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1072.0,,count,time_seconds=4808.372
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1097.0,,count,time_seconds=4949.710
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1098.0,,count,time_seconds=5091.048
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1169.0,,count,time_seconds=5232.386
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1198.0,,count,time_seconds=5373.724
2026-02-23 14:44:04,active_timeline_series,active_travelers,,1134.0,,count,time_seconds=5515.062
2026-02-23 14:44:04,active_timeline_series,active_travelers,,970.0,,count,time_seconds=5656.400
2026-02-23 14:44:04,active_timeline_series,active_travelers,,874.0,,count,time_seconds=5797.738
2026-02-23 14:44:04,active_timeline_series,active_travelers,,798.0,,count,time_seconds=5939.076
2026-02-23 14:44:04,active_timeline_series,active_travelers,,733.0,,count,time_seconds=6080.414
2026-02-23 14:44:04,active_timeline_series,active_travelers,,670.0,,count,time_seconds=6221.752
2026-02-23 14:44:04,active_timeline_series,active_travelers,,625.0,,count,time_seconds=6363.090
2026-02-23 14:44:04,active_timeline_series,active_travelers,,589.0,,count,time_seconds=6504.428
2026-02-23 14:44:04,active_timeline_series,active_travelers,,525.0,,count,time_seconds=6645.766
2026-02-23 14:44:04,active_timeline_series,active_travelers,,501.0,,count,time_seconds=6787.104
2026-02-23 14:44:04,active_timeline_series,active_travelers,,482.0,,count,time_seconds=6928.442
2026-02-23 14:44:04,active_timeline_series,active_travelers,,464.0,,count,time_seconds=7069.780
2026-02-23 14:44:04,active_timeline_series,active_travelers,,502.0,,count,time_seconds=7211.118
2026-02-23 14:44:04,active_timeline_series,active_travelers,,542.0,,count,time_seconds=7352.456
2026-02-23 14:44:04,active_timeline_series,active_travelers,,570.0,,count,time_seconds=7493.794
2026-02-23 14:44:04,active_timeline_series,active_travelers,,655.0,,count,time_seconds=7635.132
2026-02-23 14:44:04,active_timeline_series,active_travelers,,672.0,,count,time_seconds=7776.470
2026-02-23 14:44:04,active_timeline_series,active_travelers,,690.0,,count,time_seconds=7917.808
2026-02-23 14:44:04,active_timeline_series,active_travelers,,721.0,,count,time_seconds=8059.146
2026-02-23 14:44:04,active_timeline_series,active_travelers,,749.0,,count,time_seconds=8200.484
2026-02-23 14:44:04,active_timeline_series,active_travelers,,755.0,,count,time_seconds=8341.822
2026-02-23 14:44:04,active_timeline_series,active_travelers,,738.0,,count,time_seconds=8483.160
2026-02-23 14:44:04,active_timeline_series,active_travelers,,724.0,,count,time_seconds=8624.498
2026-02-23 14:44:04,active_timeline_series,active_travelers,,717.0,,count,time_seconds=8765.836
2026-02-23 14:44:04,active_timeline_series,active_travelers,,758.0,,count,time_seconds=8907.174
2026-02-23 14:44:04,active_timeline_series,active_travelers,,755.0,,count,time_seconds=9048.512
2026-02-23 14:44:04,active_timeline_series,active_travelers,,704.0,,count,time_seconds=9189.850
2026-02-23 14:44:04,active_timeline_series,active_travelers,,626.0,,count,time_seconds=9331.188
2026-02-23 14:44:04,active_timeline_series,active_travelers,,571.0,,count,time_seconds=9472.526
2026-02-23 14:44:04,active_timeline_series,active_travelers,,541.0,,count,time_seconds=9613.864
2026-02-23 14:44:04,active_timeline_series,active_travelers,,515.0,,count,time_seconds=9755.202
2026-02-23 14:44:04,active_timeline_series,active_travelers,,485.0,,count,time_seconds=9896.540
2026-02-23 14:44:04,active_timeline_series,active_travelers,,466.0,,count,time_seconds=10037.878
2026-02-23 14:44:04,active_timeline_series,active_travelers,,446.0,,count,time_seconds=10179.216
2026-02-23 14:44:04,active_timeline_series,active_travelers,,414.0,,count,time_seconds=10320.554
2026-02-23 14:44:04,active_timeline_series,active_travelers,,399.0,,count,time_seconds=10461.892
2026-02-23 14:44:04,active_timeline_series,active_travelers,,390.0,,count,time_seconds=10603.229
2026-02-23 14:44:04,active_timeline_series,active_travelers,,385.0,,count,time_seconds=10744.567
2026-02-23 14:44:04,active_timeline_series,active_travelers,,415.0,,count,time_seconds=10885.905
2026-02-23 14:44:04,active_timeline_series,active_travelers,,441.0,,count,time_seconds=11027.243
2026-02-23 14:44:04,active_timeline_series,active_travelers,,467.0,,count,time_seconds=11168.581
2026-02-23 14:44:04,active_timeline_series,active_travelers,,487.0,,count,time_seconds=11309.919
2026-02-23 14:44:04,active_timeline_series,active_travelers,,509.0,,count,time_seconds=11451.257
2026-02-23 14:44:04,active_timeline_series,active_travelers,,534.0,,count,time_seconds=11592.595
2026-02-23 14:44:04,active_timeline_series,active_travelers,,541.0,,count,time_seconds=11733.933
2026-02-23 14:44:04,active_timeline_series,active_travelers,,534.0,,count,time_seconds=11875.271
2026-02-23 14:44:04,active_timeline_series,active_travelers,,551.0,,count,time_seconds=12016.609
2026-02-23 14:44:04,active_timeline_series,active_travelers,,538.0,,count,time_seconds=12157.947
2026-02-23 14:44:04,active_timeline_series,active_travelers,,528.0,,count,time_seconds=12299.285
2026-02-23 14:44:04,active_timeline_series,active_travelers,,552.0,,count,time_seconds=12440.623
2026-02-23 14:44:04,active_timeline_series,active_travelers,,546.0,,count,time_seconds=12581.961
2026-02-23 14:44:04,active_timeline_series,active_travelers,,533.0,,count,time_seconds=12723.299
2026-02-23 14:44:04,active_timeline_series,active_travelers,,507.0,,count,time_seconds=12864.637
2026-02-23 14:44:04,active_timeline_series,active_travelers,,480.0,,count,time_seconds=13005.975
2026-02-23 14:44:04,active_timeline_series,active_travelers,,448.0,,count,time_seconds=13147.313
2026-02-23 14:44:04,active_timeline_series,active_travelers,,425.0,,count,time_seconds=13288.651
2026-02-23 14:44:04,active_timeline_series,active_travelers,,415.0,,count,time_seconds=13429.989
2026-02-23 14:44:04,active_timeline_series,active_travelers,,407.0,,count,time_seconds=13571.327
2026-02-23 14:44:04,active_timeline_series,active_travelers,,397.0,,count,time_seconds=13712.665
2026-02-23 14:44:04,active_timeline_series,active_travelers,,381.0,,count,time_seconds=13854.003
2026-02-23 14:44:04,active_timeline_series,active_travelers,,368.0,,count,time_seconds=13995.341
2026-02-23 14:44:04,active_timeline_series,active_travelers,,361.0,,count,time_seconds=14136.679
2026-02-23 14:44:04,active_timeline_series,active_travelers,,354.0,,count,time_seconds=14278.017
2026-02-23 14:44:04,active_timeline_series,active_travelers,,360.0,,count,time_seconds=14419.355
2026-02-23 14:44:04,active_timeline_series,active_travelers,,369.0,,count,time_seconds=14560.693
2026-02-23 14:44:04,active_timeline_series,active_travelers,,381.0,,count,time_seconds=14702.031
2026-02-23 14:44:04,active_timeline_series,active_travelers,,413.0,,count,time_seconds=14843.369
2026-02-23 14:44:04,active_timeline_series,active_travelers,,418.0,,count,time_seconds=14984.707
2026-02-23 14:44:04,active_timeline_series,active_travelers,,442.0,,count,time_seconds=15126.045
2026-02-23 14:44:04,active_timeline_series,active_travelers,,445.0,,count,time_seconds=15267.383
2026-02-23 14:44:04,active_timeline_series,active_travelers,,442.0,,count,time_seconds=15408.721
2026-02-23 14:44:04,active_timeline_series,active_travelers,,436.0,,count,time_seconds=15550.059
2026-02-23 14:44:04,active_timeline_series,active_travelers,,438.0,,count,time_seconds=15691.397
2026-02-23 14:44:04,active_timeline_series,active_travelers,,430.0,,count,time_seconds=15832.735
2026-02-23 14:44:04,active_timeline_series,active_travelers,,436.0,,count,time_seconds=15974.073
2026-02-23 14:44:04,active_timeline_series,active_travelers,,433.0,,count,time_seconds=16115.411
2026-02-23 14:44:04,active_timeline_series,active_travelers,,436.0,,count,time_seconds=16256.749
2026-02-23 14:44:04,active_timeline_series,active_travelers,,419.0,,count,time_seconds=16398.087
2026-02-23 14:44:04,active_timeline_series,active_travelers,,399.0,,count,time_seconds=16539.425
2026-02-23 14:44:04,active_timeline_series,active_travelers,,383.0,,count,time_seconds=16680.763
2026-02-23 14:44:04,active_timeline_series,active_travelers,,361.0,,count,time_seconds=16822.101
2026-02-23 14:44:04,active_timeline_series,active_travelers,,348.0,,count,time_seconds=16963.439
2026-02-23 14:44:04,active_timeline_series,active_travelers,,342.0,,count,time_seconds=17104.777
2026-02-23 14:44:04,active_timeline_series,active_travelers,,336.0,,count,time_seconds=17246.115
2026-02-23 14:44:04,active_timeline_series,active_travelers,,327.0,,count,time_seconds=17387.453
2026-02-23 14:44:04,active_timeline_series,active_travelers,,318.0,,count,time_seconds=17528.791
2026-02-23 14:44:04,active_timeline_series,active_travelers,,312.0,,count,time_seconds=17670.129
2026-02-23 14:44:04,active_timeline_series,active_travelers,,305.0,,count,time_seconds=17811.467
2026-02-23 14:44:04,active_timeline_series,active_travelers,,301.0,,count,time_seconds=17952.805
2026-02-23 14:44:04,active_timeline_series,active_travelers,,310.0,,count,time_seconds=18094.143
2026-02-23 14:44:04,active_timeline_series,active_travelers,,311.0,,count,time_seconds=18235.481
