person_id,trip_id,purpose,mode,origin_type,origin_x,origin_y,dest_type,dest_x,dest_y,start_time,end_time,duration,status,path_cost,real_distance,wait_time
Person_6410,Person_6410_1,accompany,walking,home,5729.399447395133,3034.3462014109155,,5401.266657223122,2681.021677758966,10802.88,11525.76,722.880000000001,COMPLETED,0,0,0
Person_7237,Person_7237_1,working,car,home,6958.638577238273,3875.7042032985005,university,5872.083656560459,2982.14688861395,11286.72,11528.64,241.92000000000007,COMPLETED,0,0,0
Person_1643,Person_1643_1,working,car,home,7675.976389261941,5172.723042268115,kindergarten,7813.595747654742,5246.369333041357,11404.8,11528.64,123.84000000000015,COMPLETED,0,0,0
Person_2768,Person_2768_1,working,car,home,10159.910029921817,195.30711077929786,industrial,4029.1642155838426,1819.629935036952,10805.76,11534.4,728.6399999999994,COMPLETED,0,0,0
Person_2240,Person_2240_1,working,walking,home,7899.5427516452955,3699.326132424796,university,5872.083656560459,2982.14688861395,1566.72,11537.28,9970.560000000001,COMPLETED,0,0,0
Person_747,Person_747_1,working,walking,home,8987.896561620111,2471.3606199142905,school,6873.238070694492,3804.348267428833,7444.8,11543.04,4098.240000000001,COMPLETED,0,0,0
Person_7519,Person_7519_1,working,train,home,8219.41942862394,2976.4166861768563,,8351.70415135049,2763.8378920000764,10926.72,11545.92,619.2000000000007,COMPLETED,0,0,0
Person_7198,Person_7198_1,working,car,home,6583.619661175711,4103.57247765455,university,6850.81127161198,3522.934095561738,11344.32,11548.8,204.47999999999956,COMPLETED,0,0,0
Person_6605,Person_6605_2,go_cafe,car,public,6298.318483960806,3201.6749946932046,public,9960.263683104342,3638.4667480493817,11404.8,11548.8,144.0,COMPLETED,0,0,0
Person_6606,Person_6606_1,accompany,walking,home,7001.057857443288,4435.118928248795,public,9960.263683104342,3638.4667480493817,11401.92,11548.8,146.8799999999992,COMPLETED,0,0,0
Person_1702,Person_1702_1,working,car,home,6864.20255867255,4438.105743678704,university,6850.81127161198,3522.934095561738,11286.72,11560.32,273.60000000000036,COMPLETED,0,0,0
Person_7290,Person_7290_1,working,train,home,6844.550724737313,2893.9969379134513,,6383.066520287023,4062.6484057004186,8645.76,11571.84,2926.08,COMPLETED,0,0,0
Person_926,Person_926_1,working,car,home,8022.625766730129,3090.3679409370993,city,4771.159705068488,7798.325282355149,11286.72,11577.6,290.880000000001,COMPLETED,0,0,0
Person_7058,Person_7058_1,working,car,home,7824.345685235317,3285.459774006712,unknown,7824.345685235317,3285.459774006712,4625.28,11600.64,6975.36,ABORTED_BREAKDOWN,0,0,0
Person_2437,Person_2437_1,working,car,home,10159.910029921817,195.30711077929786,yes,5568.485335499397,606.5424060957627,11044.8,11606.4,561.6000000000004,COMPLETED,0,0,0
Person_5517,Person_5517_1,working,train,home,7802.216619253001,5079.98987525577,,6383.066520287023,4062.6484057004186,7205.76,11615.04,4409.280000000001,COMPLETED,0,0,0
Person_9066,Person_9066_1,working,car,home,10159.910029921817,195.30711077929786,school,8066.722148837125,3706.408670064231,11525.76,11617.92,92.15999999999985,COMPLETED,0,0,0
Person_9097,Person_9097_1,working,car,home,8020.901297555459,3836.381827637293,university,8680.422548567441,1236.9101943957473,11586.24,11623.68,37.44000000000051,COMPLETED,0,0,0
Person_2811,Person_2811_1,working,car,home,10159.910029921817,195.30711077929786,university,5908.061135515454,2983.961702940033,11586.24,11626.56,40.31999999999971,COMPLETED,0,0,0
Person_6766,Person_6766_1,working,car,home,7789.073139464166,3042.6442186859163,city,126.82488358348685,4319.6356930350885,11586.24,11643.84,57.600000000000364,COMPLETED,0,0,0
Person_6064,Person_6064_1,working,train,home,7080.998923813002,2071.304243319331,,8351.70415135049,2763.8378920000764,5405.76,11646.72,6240.959999999999,COMPLETED,0,0,0
Person_6531,Person_6531_1,accompany,walking,home,7259.960772680463,4903.57732046095,terrace,5681.018629051836,4946.603054014252,7205.76,11649.6,4443.84,COMPLETED,0,0,0
Person_9411,Person_9411_1,working,train,home,7725.955196968266,3887.889831130134,,6383.066520287023,4062.6484057004186,8285.76,11666.88,3381.119999999999,COMPLETED,0,0,0
Person_2254,Person_2254_1,working,car,home,8987.896561620111,2471.3606199142905,city,10159.910029921817,195.30711077929786,11286.72,11681.28,394.5600000000013,COMPLETED,0,0,0
Person_4649,Person_4649_1,working,car,home,7780.427782894699,4011.6944488421545,kindergarten,7813.595747654742,5246.369333041357,11286.72,11681.28,394.5600000000013,COMPLETED,0,0,0
Person_6604,Person_6604_1,working,car,home,7001.057857443288,4435.118928248795,city,10159.910029921817,195.30711077929786,11646.72,11681.28,34.56000000000131,COMPLETED,0,0,0
Person_7891,Person_7891_1,working,car,home,7039.065313641173,4071.900402316716,school,8066.722148837125,3706.408670064231,11105.28,11684.16,578.8799999999992,COMPLETED,0,0,0
Person_7273,Person_7273_1,working,car,home,8982.539674594882,6224.04271922478,university,6451.821586100195,3200.551272926657,11286.72,11689.92,403.2000000000007,COMPLETED,0,0,0
Person_7972,Person_7972_1,working,walking,home,6068.0141169901535,4748.482201772183,kindergarten,8588.876066519004,2384.539250749051,7326.72,11692.8,4366.079999999999,COMPLETED,0,0,0
Person_1201,Person_1201_1,working,car,home,8937.829422232255,2521.8124286818224,city,10159.910029921817,195.30711077929786,11404.8,11695.68,290.880000000001,COMPLETED,0,0,0
Person_972,Person_972_1,working,car,home,5015.6344758899195,5417.15120370572,city,8982.539674594882,6224.04271922478,11646.72,11695.68,48.960000000000946,COMPLETED,0,0,0
Person_6307,Person_6307_1,working,car,home,8991.945442192235,2582.07047842844,city,10159.910029921817,195.30711077929786,11404.8,11704.32,299.52000000000044,COMPLETED,0,0,0
Person_8955,Person_8955_1,working,car,home,7666.9010900775365,3879.8003506774257,city,10159.910029921817,195.30711077929786,11646.72,11704.32,57.600000000000364,COMPLETED,0,0,0
Person_2599,Person_2599_1,working,car,home,8982.539674594882,6224.04271922478,yes,5805.551402363913,1054.6607284768834,11586.24,11710.08,123.84000000000015,COMPLETED,0,0,0
Person_5691,Person_5691_1,working,car,home,7357.5815702842665,5266.823773620617,unknown,7357.5815702842665,5266.823773620617,1146.24,11712.96,10566.72,ABORTED_BREAKDOWN,0,0,0
Person_2043,Person_2043_1,working,car,home,8813.315400380045,2608.096706766936,city,10159.910029921817,195.30711077929786,11286.72,11715.84,429.1200000000008,COMPLETED,0,0,0
Person_2938,Person_2938_1,working,car,home,7350.908694168453,3661.663606613111,city,4065.2060983642004,1289.6729660000035,11286.72,11715.84,429.1200000000008,COMPLETED,0,0,0
Person_7987,Person_7987_1,working,car,home,8110.370177414471,3268.7454103263253,college,8775.507991430097,2854.0581919585234,11286.72,11715.84,429.1200000000008,COMPLETED,0,0,0
Person_2846,Person_2846_1,working,train,home,6559.926581796374,3738.8316666370315,,6383.066520287023,4062.6484057004186,7744.32,11715.84,3971.5200000000004,COMPLETED,0,0,0
Person_5516,Person_5516_1,working,car,home,9123.697653266236,3692.862222911861,city,10159.910029921817,195.30711077929786,11165.76,11721.6,555.8400000000001,COMPLETED,0,0,0
Person_9904,Person_9904_1,working,car,home,7710.660333873591,3700.2909852975336,university,5908.061135515454,2983.961702940033,10866.24,11730.24,864.0,COMPLETED,0,0,0
Person_785,Person_785_1,working,car,home,7607.3156551342245,5441.433314371266,school,8845.415391192138,2931.7139567616764,10805.76,11736.0,930.2399999999998,COMPLETED,0,0,0
Person_4372,Person_4372_1,working,car,home,7025.5388066668775,3902.4935404725006,university,6839.399852089795,3585.511730890991,11525.76,11738.88,213.11999999999898,COMPLETED,0,0,0
Person_1614,Person_1614_1,working,car,home,7028.759606036441,4309.168050427963,city,10159.910029921817,195.30711077929786,11646.72,11738.88,92.15999999999985,COMPLETED,0,0,0
Person_5641,Person_5641_1,working,train,home,8927.118723435098,2522.6752944670957,,8351.70415135049,2763.8378920000764,11105.28,11744.64,639.3599999999988,COMPLETED,0,0,0
Person_5369,Person_5369_1,working,car,home,6215.725545984446,4505.8347739098435,school,8832.69820418768,3203.7521812503664,10866.24,11759.04,892.8000000000011,COMPLETED,0,0,0
Person_6504,Person_6504_1,working,car,home,6181.802067980402,2921.4320258731536,university,5872.083656560459,2982.14688861395,11165.76,11759.04,593.2800000000007,COMPLETED,0,0,0
Person_986,Person_986_1,working,car,home,8337.835282592436,3822.7142165285627,university,6839.399852089795,3585.511730890991,11286.72,11759.04,472.3200000000015,COMPLETED,0,0,0
Person_2701,Person_2701_1,working,car,home,7913.9561132940635,3360.9358750813703,city,10159.910029921817,195.30711077929786,11586.24,11759.04,172.8000000000011,COMPLETED,0,0,0
Person_5616,Person_5616_1,working,walking,home,7350.743609150248,4087.255053370758,school,6345.23941292684,5377.565350415105,5166.72,11759.04,6592.320000000001,COMPLETED,0,0,0
Person_9184,Person_9184_1,working,walking,home,8876.21465372715,2614.7553626519,school,8893.280107574261,3448.459055170979,7565.76,11761.92,4196.16,COMPLETED,0,0,0
Person_3045,Person_3045_1,working,car,home,6347.3185379408915,3573.746988215694,university,5872.083656560459,2982.14688861395,11525.76,11770.56,244.79999999999927,COMPLETED,0,0,0
Person_5974,Person_5974_1,working,car,home,10159.910029921817,195.30711077929786,yes,5389.44722149369,964.4368765285217,11704.32,11770.56,66.23999999999978,COMPLETED,0,0,0
Person_7436,Person_7436_1,working,car,home,5427.6461264193495,891.0416554275052,kindergarten,9080.274888624233,2485.4357551968696,11344.32,11776.32,432.0,COMPLETED,0,0,0
Person_5425,Person_5425_1,working,car,home,7958.593680225155,2206.035160066357,university,6897.893782272236,3752.9120240344228,11165.76,11779.2,613.4400000000005,COMPLETED,0,0,0
Person_5841,Person_5841_1,working,train,home,7651.849563904538,4069.0262817256034,,6383.066520287023,4062.6484057004186,4625.28,11787.84,7162.56,COMPLETED,0,0,0
Person_758,Person_758_1,working,taxi,home,6714.102099820586,4151.751198865223,school,8471.482187556225,3236.157206254541,5045.76,11790.72,6744.959999999999,COMPLETED,0,0,0
Person_7482,Person_7482_1,working,car,home,8243.03054909788,4023.371046874674,school,6178.314596811026,2972.721994299326,11404.8,11793.6,388.8000000000011,COMPLETED,0,0,0
