export_time,section,item,category,value,value_text,unit,notes
2026-02-20 13:08:27,meta,source_rows,trips/events,16185.0,16185/392971,count,trips_rows/events_rows
2026-02-20 13:08:27,kpi,total_trips,,16185.0,16185,,
2026-02-20 13:08:27,kpi,peak_active,,1440.0,1440,,
2026-02-20 13:08:27,kpi,peak_time_h,,9.51,9.51,,
2026-02-20 13:08:27,kpi,valley_non_zero,,2.0,2,,
2026-02-20 13:08:27,kpi,avg_active,,404.62,404.62,,
2026-02-20 13:08:27,kpi,p95_active,,1030.0,1030.00,,
2026-02-20 13:08:27,kpi,taxi_trips,,201.0,201,,
2026-02-20 13:08:27,kpi,taxi_avg_duration_min,,295.99,295.99,,
2026-02-20 13:08:27,kpi,crosswalk_issues,,848.0,848,,
2026-02-20 13:08:27,kpi,companion_issues,,168223.0,168223,,
2026-02-20 13:08:27,kpi,events_rows,,392971.0,392971,,
2026-02-20 13:08:27,kpi,home_return_work_ratio_pct,,96.2,96.2,,
2026-02-20 13:08:27,kpi,work_home_gap,,288.0,288,,
2026-02-20 13:08:27,kpi,trip_event_closure_pct,,85.8,85.8,,
2026-02-20 13:08:27,mode_share,observed_share_pct,car,72.8987,,pct,
2026-02-20 13:08:27,mode_share,expected_mixed_share_pct,car,67.8539,,pct,
2026-02-20 13:08:27,mode_share,expected_short_share_pct,car,57.1429,,pct,
2026-02-20 13:08:27,mode_share,expected_long_share_pct,car,72.7273,,pct,
2026-02-20 13:08:27,mode_share,delta_vs_mixed_pct_points,car,5.0449,,pct,
2026-02-20 13:08:27,mode_share,observed_share_pct,walking,13.1703,,pct,
2026-02-20 13:08:27,mode_share,expected_mixed_share_pct,walking,12.6573,,pct,
2026-02-20 13:08:27,mode_share,expected_short_share_pct,walking,40.4762,,pct,
2026-02-20 13:08:27,mode_share,expected_long_share_pct,walking,0.0,,pct,
2026-02-20 13:08:27,mode_share,delta_vs_mixed_pct_points,walking,0.513,,pct,
2026-02-20 13:08:27,mode_share,observed_share_pct,train,12.6674,,pct,
2026-02-20 13:08:27,mode_share,expected_mixed_share_pct,train,16.6616,,pct,
2026-02-20 13:08:27,mode_share,expected_short_share_pct,train,0.0,,pct,
2026-02-20 13:08:27,mode_share,expected_long_share_pct,train,24.2424,,pct,
2026-02-20 13:08:27,mode_share,delta_vs_mixed_pct_points,train,-3.9942,,pct,
2026-02-20 13:08:27,mode_share,observed_share_pct,taxi,1.2636,,pct,
2026-02-20 13:08:27,mode_share,expected_mixed_share_pct,taxi,2.8272,,pct,
2026-02-20 13:08:27,mode_share,expected_short_share_pct,taxi,2.381,,pct,
2026-02-20 13:08:27,mode_share,expected_long_share_pct,taxi,3.0303,,pct,
2026-02-20 13:08:27,mode_share,delta_vs_mixed_pct_points,taxi,-1.5636,,pct,
2026-02-20 13:08:27,active_timeline_summary,peak_active,,1440.0,,count,
2026-02-20 13:08:27,active_timeline_summary,peak_time_seconds,,34222.23215859766,,seconds,
2026-02-20 13:08:27,active_timeline_summary,avg_active,,404.62,,count,
2026-02-20 13:08:27,active_timeline_summary,active_p95,,1030.0,,count,
2026-02-20 13:08:27,active_timeline_summary,active_non_zero_min,,2.0,,count,
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1014.0,,count,time_seconds=2.880
2026-02-20 13:08:27,active_timeline_series,active_travelers,,988.0,,count,time_seconds=114.344
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1057.0,,count,time_seconds=225.807
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1084.0,,count,time_seconds=337.271
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1128.0,,count,time_seconds=448.735
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1123.0,,count,time_seconds=560.198
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1129.0,,count,time_seconds=671.662
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1061.0,,count,time_seconds=783.126
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1073.0,,count,time_seconds=894.590
2026-02-20 13:08:27,active_timeline_series,active_travelers,,954.0,,count,time_seconds=1006.053
2026-02-20 13:08:27,active_timeline_series,active_travelers,,987.0,,count,time_seconds=1117.517
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1004.0,,count,time_seconds=1228.981
2026-02-20 13:08:27,active_timeline_series,active_travelers,,996.0,,count,time_seconds=1340.444
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1007.0,,count,time_seconds=1451.908
2026-02-20 13:08:27,active_timeline_series,active_travelers,,972.0,,count,time_seconds=1563.372
2026-02-20 13:08:27,active_timeline_series,active_travelers,,993.0,,count,time_seconds=1674.835
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1013.0,,count,time_seconds=1786.299
2026-02-20 13:08:27,active_timeline_series,active_travelers,,915.0,,count,time_seconds=1897.763
2026-02-20 13:08:27,active_timeline_series,active_travelers,,832.0,,count,time_seconds=2009.226
2026-02-20 13:08:27,active_timeline_series,active_travelers,,769.0,,count,time_seconds=2120.690
2026-02-20 13:08:27,active_timeline_series,active_travelers,,704.0,,count,time_seconds=2232.154
2026-02-20 13:08:27,active_timeline_series,active_travelers,,641.0,,count,time_seconds=2343.617
2026-02-20 13:08:27,active_timeline_series,active_travelers,,599.0,,count,time_seconds=2455.081
2026-02-20 13:08:27,active_timeline_series,active_travelers,,561.0,,count,time_seconds=2566.545
2026-02-20 13:08:27,active_timeline_series,active_travelers,,526.0,,count,time_seconds=2678.009
2026-02-20 13:08:27,active_timeline_series,active_travelers,,458.0,,count,time_seconds=2789.472
2026-02-20 13:08:27,active_timeline_series,active_travelers,,430.0,,count,time_seconds=2900.936
2026-02-20 13:08:27,active_timeline_series,active_travelers,,398.0,,count,time_seconds=3012.400
2026-02-20 13:08:27,active_timeline_series,active_travelers,,382.0,,count,time_seconds=3123.863
2026-02-20 13:08:27,active_timeline_series,active_travelers,,369.0,,count,time_seconds=3235.327
2026-02-20 13:08:27,active_timeline_series,active_travelers,,354.0,,count,time_seconds=3346.791
2026-02-20 13:08:27,active_timeline_series,active_travelers,,344.0,,count,time_seconds=3458.254
2026-02-20 13:08:27,active_timeline_series,active_travelers,,326.0,,count,time_seconds=3569.718
2026-02-20 13:08:27,active_timeline_series,active_travelers,,470.0,,count,time_seconds=3681.182
2026-02-20 13:08:27,active_timeline_series,active_travelers,,574.0,,count,time_seconds=3792.645
2026-02-20 13:08:27,active_timeline_series,active_travelers,,606.0,,count,time_seconds=3904.109
2026-02-20 13:08:27,active_timeline_series,active_travelers,,685.0,,count,time_seconds=4015.573
2026-02-20 13:08:27,active_timeline_series,active_travelers,,780.0,,count,time_seconds=4127.036
2026-02-20 13:08:27,active_timeline_series,active_travelers,,869.0,,count,time_seconds=4238.500
2026-02-20 13:08:27,active_timeline_series,active_travelers,,967.0,,count,time_seconds=4349.964
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1030.0,,count,time_seconds=4461.428
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1068.0,,count,time_seconds=4572.891
2026-02-20 13:08:27,active_timeline_series,active_travelers,,961.0,,count,time_seconds=4684.355
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1013.0,,count,time_seconds=4795.819
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1066.0,,count,time_seconds=4907.282
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1081.0,,count,time_seconds=5018.746
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1135.0,,count,time_seconds=5130.210
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1158.0,,count,time_seconds=5241.673
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1214.0,,count,time_seconds=5353.137
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1187.0,,count,time_seconds=5464.601
2026-02-20 13:08:27,active_timeline_series,active_travelers,,1030.0,,count,time_seconds=5576.064
2026-02-20 13:08:27,active_timeline_series,active_travelers,,949.0,,count,time_seconds=5687.528
2026-02-20 13:08:27,active_timeline_series,active_travelers,,869.0,,count,time_seconds=5798.992
2026-02-20 13:08:27,active_timeline_series,active_travelers,,807.0,,count,time_seconds=5910.455
2026-02-20 13:08:27,active_timeline_series,active_travelers,,762.0,,count,time_seconds=6021.919
2026-02-20 13:08:27,active_timeline_series,active_travelers,,704.0,,count,time_seconds=6133.383
2026-02-20 13:08:27,active_timeline_series,active_travelers,,659.0,,count,time_seconds=6244.847
2026-02-20 13:08:27,active_timeline_series,active_travelers,,622.0,,count,time_seconds=6356.310
2026-02-20 13:08:27,active_timeline_series,active_travelers,,597.0,,count,time_seconds=6467.774
2026-02-20 13:08:27,active_timeline_series,active_travelers,,532.0,,count,time_seconds=6579.238
2026-02-20 13:08:27,active_timeline_series,active_travelers,,515.0,,count,time_seconds=6690.701
2026-02-20 13:08:27,active_timeline_series,active_travelers,,496.0,,count,time_seconds=6802.165
2026-02-20 13:08:27,active_timeline_series,active_travelers,,478.0,,count,time_seconds=6913.629
2026-02-20 13:08:27,active_timeline_series,active_travelers,,465.0,,count,time_seconds=7025.092
2026-02-20 13:08:27,active_timeline_series,active_travelers,,452.0,,count,time_seconds=7136.556
2026-02-20 13:08:27,active_timeline_series,active_travelers,,489.0,,count,time_seconds=7248.020
2026-02-20 13:08:27,active_timeline_series,active_travelers,,534.0,,count,time_seconds=7359.483
2026-02-20 13:08:27,active_timeline_series,active_travelers,,572.0,,count,time_seconds=7470.947
2026-02-20 13:08:27,active_timeline_series,active_travelers,,614.0,,count,time_seconds=7582.411
2026-02-20 13:08:27,active_timeline_series,active_travelers,,675.0,,count,time_seconds=7693.874
2026-02-20 13:08:27,active_timeline_series,active_travelers,,688.0,,count,time_seconds=7805.338
2026-02-20 13:08:27,active_timeline_series,active_travelers,,685.0,,count,time_seconds=7916.802
2026-02-20 13:08:27,active_timeline_series,active_travelers,,701.0,,count,time_seconds=8028.266
2026-02-20 13:08:27,active_timeline_series,active_travelers,,725.0,,count,time_seconds=8139.729
2026-02-20 13:08:27,active_timeline_series,active_travelers,,766.0,,count,time_seconds=8251.193
2026-02-20 13:08:27,active_timeline_series,active_travelers,,760.0,,count,time_seconds=8362.657
2026-02-20 13:08:27,active_timeline_series,active_travelers,,732.0,,count,time_seconds=8474.120
2026-02-20 13:08:27,active_timeline_series,active_travelers,,740.0,,count,time_seconds=8585.584
2026-02-20 13:08:27,active_timeline_series,active_travelers,,717.0,,count,time_seconds=8697.048
2026-02-20 13:08:27,active_timeline_series,active_travelers,,731.0,,count,time_seconds=8808.511
2026-02-20 13:08:27,active_timeline_series,active_travelers,,742.0,,count,time_seconds=8919.975
2026-02-20 13:08:27,active_timeline_series,active_travelers,,752.0,,count,time_seconds=9031.439
2026-02-20 13:08:27,active_timeline_series,active_travelers,,710.0,,count,time_seconds=9142.902
2026-02-20 13:08:27,active_timeline_series,active_travelers,,666.0,,count,time_seconds=9254.366
2026-02-20 13:08:27,active_timeline_series,active_travelers,,605.0,,count,time_seconds=9365.830
2026-02-20 13:08:27,active_timeline_series,active_travelers,,561.0,,count,time_seconds=9477.293
2026-02-20 13:08:27,active_timeline_series,active_travelers,,535.0,,count,time_seconds=9588.757
2026-02-20 13:08:27,active_timeline_series,active_travelers,,515.0,,count,time_seconds=9700.221
2026-02-20 13:08:27,active_timeline_series,active_travelers,,492.0,,count,time_seconds=9811.685
2026-02-20 13:08:27,active_timeline_series,active_travelers,,474.0,,count,time_seconds=9923.148
2026-02-20 13:08:27,active_timeline_series,active_travelers,,458.0,,count,time_seconds=10034.612
2026-02-20 13:08:27,active_timeline_series,active_travelers,,442.0,,count,time_seconds=10146.076
2026-02-20 13:08:27,active_timeline_series,active_travelers,,409.0,,count,time_seconds=10257.539
2026-02-20 13:08:27,active_timeline_series,active_travelers,,399.0,,count,time_seconds=10369.003
2026-02-20 13:08:27,active_timeline_series,active_travelers,,388.0,,count,time_seconds=10480.467
2026-02-20 13:08:27,active_timeline_series,active_travelers,,382.0,,count,time_seconds=10591.930
2026-02-20 13:08:27,active_timeline_series,active_travelers,,379.0,,count,time_seconds=10703.394
2026-02-20 13:08:27,active_timeline_series,active_travelers,,391.0,,count,time_seconds=10814.858
2026-02-20 13:08:27,active_timeline_series,active_travelers,,404.0,,count,time_seconds=10926.321
2026-02-20 13:08:27,active_timeline_series,active_travelers,,431.0,,count,time_seconds=11037.785
2026-02-20 13:08:27,active_timeline_series,active_travelers,,444.0,,count,time_seconds=11149.249
2026-02-20 13:08:27,active_timeline_series,active_travelers,,466.0,,count,time_seconds=11260.712
2026-02-20 13:08:27,active_timeline_series,active_travelers,,497.0,,count,time_seconds=11372.176
2026-02-20 13:08:27,active_timeline_series,active_travelers,,506.0,,count,time_seconds=11483.640
2026-02-20 13:08:27,active_timeline_series,active_travelers,,524.0,,count,time_seconds=11595.104
2026-02-20 13:08:27,active_timeline_series,active_travelers,,536.0,,count,time_seconds=11706.567
2026-02-20 13:08:27,active_timeline_series,active_travelers,,521.0,,count,time_seconds=11818.031
2026-02-20 13:08:27,active_timeline_series,active_travelers,,523.0,,count,time_seconds=11929.495
2026-02-20 13:08:27,active_timeline_series,active_travelers,,537.0,,count,time_seconds=12040.958
2026-02-20 13:08:27,active_timeline_series,active_travelers,,531.0,,count,time_seconds=12152.422
2026-02-20 13:08:27,active_timeline_series,active_travelers,,526.0,,count,time_seconds=12263.886
2026-02-20 13:08:27,active_timeline_series,active_travelers,,540.0,,count,time_seconds=12375.349
2026-02-20 13:08:27,active_timeline_series,active_travelers,,545.0,,count,time_seconds=12486.813
2026-02-20 13:08:27,active_timeline_series,active_travelers,,534.0,,count,time_seconds=12598.277
2026-02-20 13:08:27,active_timeline_series,active_travelers,,525.0,,count,time_seconds=12709.740
2026-02-20 13:08:27,active_timeline_series,active_travelers,,503.0,,count,time_seconds=12821.204
2026-02-20 13:08:27,active_timeline_series,active_travelers,,486.0,,count,time_seconds=12932.668
2026-02-20 13:08:27,active_timeline_series,active_travelers,,453.0,,count,time_seconds=13044.131
2026-02-20 13:08:27,active_timeline_series,active_travelers,,438.0,,count,time_seconds=13155.595
2026-02-20 13:08:27,active_timeline_series,active_travelers,,416.0,,count,time_seconds=13267.059
2026-02-20 13:08:27,active_timeline_series,active_travelers,,406.0,,count,time_seconds=13378.523
2026-02-20 13:08:27,active_timeline_series,active_travelers,,398.0,,count,time_seconds=13489.986
2026-02-20 13:08:27,active_timeline_series,active_travelers,,397.0,,count,time_seconds=13601.450
2026-02-20 13:08:27,active_timeline_series,active_travelers,,387.0,,count,time_seconds=13712.914
2026-02-20 13:08:27,active_timeline_series,active_travelers,,374.0,,count,time_seconds=13824.377
2026-02-20 13:08:27,active_timeline_series,active_travelers,,365.0,,count,time_seconds=13935.841
2026-02-20 13:08:27,active_timeline_series,active_travelers,,353.0,,count,time_seconds=14047.305
2026-02-20 13:08:27,active_timeline_series,active_travelers,,351.0,,count,time_seconds=14158.768
2026-02-20 13:08:27,active_timeline_series,active_travelers,,346.0,,count,time_seconds=14270.232
2026-02-20 13:08:27,active_timeline_series,active_travelers,,341.0,,count,time_seconds=14381.696
2026-02-20 13:08:27,active_timeline_series,active_travelers,,353.0,,count,time_seconds=14493.159
