event_type,time,entity_id,related_id,details,extra_1,extra_2
TAXI_QUEUE_SNAPSHOT,0.0,switchboard,queue,0,0.0,12
SCHEDULE_WORK_DEPARTURE,0.0,Person_1019,city,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1023,city,start_work:6|delay_min:9,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1039,city,start_work:6|delay_min:23,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1054,yes,start_work:6|delay_min:19,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1066,city,start_work:6|delay_min:8,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1074,school,start_work:6|delay_min:24,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1121,city,start_work:6|delay_min:13,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1122,city,start_work:6|delay_min:24,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1134,yes,start_work:6|delay_min:9,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1164,yes,start_work:6|delay_min:16,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1167,yes,start_work:6|delay_min:5,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1193,university,start_work:6|delay_min:22,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1200,city,start_work:6|delay_min:6,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1220,city,start_work:6|delay_min:3,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1233,city,start_work:6|delay_min:6,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1236,city,start_work:6|delay_min:21,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1268,city,start_work:6|delay_min:2,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1291,city,start_work:6|delay_min:4,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1312,yes,start_work:6|delay_min:24,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1315,city,start_work:6|delay_min:26,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1329,yes,start_work:6|delay_min:24,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1368,kindergarten,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1375,city,start_work:6|delay_min:1,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1378,university,start_work:6|delay_min:13,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1395,city,start_work:6|delay_min:26,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1429,university,start_work:6|delay_min:7,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1432,yes,start_work:6|delay_min:11,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1457,yes,start_work:6|delay_min:25,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1470,university,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1502,university,start_work:6|delay_min:21,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1506,city,start_work:6|delay_min:26,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1507,yes,start_work:6|delay_min:12,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1514,city,start_work:6|delay_min:21,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1533,city,start_work:6|delay_min:18,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1534,city,start_work:6|delay_min:18,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1538,yes,start_work:6|delay_min:22,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1545,city,start_work:6|delay_min:10,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1550,yes,start_work:6|delay_min:8,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1556,university,start_work:6|delay_min:23,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1559,city,start_work:6|delay_min:11,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1570,university,start_work:6|delay_min:29,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1572,city,start_work:6|delay_min:19,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1573,city,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1590,industrial,start_work:6|delay_min:22,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1622,kindergarten,start_work:6|delay_min:15,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1628,city,start_work:6|delay_min:1,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1629,city,start_work:6|delay_min:25,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1632,city,start_work:6|delay_min:16,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1641,city,start_work:6|delay_min:29,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1647,city,start_work:6|delay_min:30,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1701,city,start_work:6|delay_min:5,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1709,city,start_work:6|delay_min:23,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1716,school,start_work:6|delay_min:5,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1731,city,start_work:6|delay_min:9,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1763,city,start_work:6|delay_min:30,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1781,city,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1782,university,start_work:6|delay_min:16,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1783,yes,start_work:6|delay_min:23,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1788,city,start_work:6|delay_min:24,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1789,yes,start_work:6|delay_min:19,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1791,city,start_work:6|delay_min:7,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1796,city,start_work:6|delay_min:10,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1802,city,start_work:6|delay_min:30,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1852,city,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1854,city,start_work:6|delay_min:15,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1858,city,start_work:6|delay_min:5,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1859,city,start_work:6|delay_min:20,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1868,city,start_work:6|delay_min:29,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1874,city,start_work:6|delay_min:11,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1892,university,start_work:6|delay_min:17,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1893,city,start_work:6|delay_min:21,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1929,city,start_work:6|delay_min:24,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1936,city,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1952,city,start_work:6|delay_min:23,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1966,city,start_work:6|delay_min:25,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1978,city,start_work:6|delay_min:8,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_1985,city,start_work:6|delay_min:19,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2002,city,start_work:6|delay_min:4,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2004,city,start_work:6|delay_min:17,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2010,yes,start_work:6|delay_min:18,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2030,city,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2037,yes,start_work:6|delay_min:2,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2047,university,start_work:6|delay_min:12,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2053,city,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2086,university,start_work:6|delay_min:13,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2087,university,start_work:6|delay_min:26,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2095,city,start_work:6|delay_min:9,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2120,university,start_work:6|delay_min:3,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2146,city,start_work:6|delay_min:7,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2159,city,start_work:6|delay_min:22,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2161,yes,start_work:6|delay_min:21,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2171,university,start_work:6|delay_min:21,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2175,industrial,start_work:6|delay_min:10,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2189,city,start_work:6|delay_min:30,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2201,city,start_work:6|delay_min:6,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2217,city,start_work:6|delay_min:30,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2240,university,start_work:6|delay_min:21,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2245,yes,start_work:6|delay_min:30,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2247,city,start_work:6|delay_min:7,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2250,city,start_work:6|delay_min:24,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2277,university,start_work:6|delay_min:9,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2279,city,start_work:6|delay_min:29,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2310,university,start_work:6|delay_min:18,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2313,university,start_work:6|delay_min:26,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2322,city,start_work:6|delay_min:28,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2330,university,start_work:6|delay_min:4,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2370,yes,start_work:6|delay_min:21,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2373,industrial,start_work:6|delay_min:22,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2374,civic,start_work:6|delay_min:3,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2378,yes,start_work:6|delay_min:25,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2388,university,start_work:6|delay_min:30,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2401,city,start_work:6|delay_min:20,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2414,city,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2437,city,start_work:6|delay_min:0,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2444,city,start_work:6|delay_min:14,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2457,city,start_work:6|delay_min:15,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2513,yes,start_work:6|delay_min:16,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2534,yes,start_work:6|delay_min:29,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2546,university,start_work:6|delay_min:23,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2547,university,start_work:6|delay_min:10,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2557,city,start_work:6|delay_min:24,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2561,school,start_work:6|delay_min:13,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2564,city,start_work:6|delay_min:4,0,0
SCHEDULE_WORK_DEPARTURE,0.0,Person_2579,yes,start_work:6|delay_min:14,0,0
